periode_data,semester,wilayah,kecamatan,kelurahan,jenis_layanan,nilai_indeks
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,PPSU,91.45
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,PPSU,96.27
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,PPSU,98.45
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,PPSU,99.57
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,PPSU,92.35
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,PPSU,93.12
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,PPSU,91.49
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,PPSU,99.85
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,PPSU,99.2
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,PPSU,98.6
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,PPSU,97.18
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,PPSU,91.51
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,PPSU,95.36
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,PPSU,93.81
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,PPSU,96.74
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,PPSU,92.36
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,PPSU,91.57
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,PPSU,94.81
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,PPSU,94.1
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,PPSU,94.72
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,PPSU,99.06
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,PPSU,97.04
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,PPSU,96.55
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,PPSU,94.69
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,PPSU,93.21
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,PPSU,98.6
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,PPSU,91.2
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,PPSU,95.81
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,PPSU,90.64
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,RPTRA,91.55
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,RPTRA,97.15
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,RPTRA,93.36
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,RPTRA,95
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,RPTRA,92.42
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,RPTRA,90.17
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,RPTRA,90.72
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,RPTRA,98.44
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,RPTRA,91.55
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,RPTRA,99.51
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,RPTRA,95.68
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,RPTRA,97.33
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,RPTRA,94.24
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,RPTRA,90.88
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,RPTRA,94.56
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,RPTRA,94.06
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,RPTRA,98.97
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,RPTRA,97.1
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,RPTRA,93.33
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,RPTRA,91.93
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,RPTRA,97.93
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,RPTRA,96.6
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,RPTRA,92.69
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,RPTRA,94.47
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,RPTRA,90.86
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,RPTRA,91.85
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,RPTRA,96.29
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,RPTRA,97.83
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,RPTRA,98.44
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,RPTRA,93.63
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,RPTRA,91.1
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,RPTRA,90.31
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,RPTRA,97.48
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,RPTRA,98.01
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,RPTRA,95.11
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,RPTRA,95.66
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,RPTRA,98.29
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,RPTRA,94.72
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,RPTRA,91.12
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,RPTRA,90.63
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,RPTRA,98.73
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,RPTRA,98.73
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,RPTRA,99.07
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,RPTRA,97.04
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,RPTRA,94.53
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,RPTRA,96.81
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,RPTRA,99.3
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,RPTRA,99.24
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,RPTRA,99.11
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,RPTRA,99.49
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,RPTRA,94.22
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,RPTRA,90.81
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,RPTRA,92.83
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,RPTRA,90.06
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,RPTRA,95.03
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,RPTRA,92.31
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,RT RW LMK FKDM,93.07
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,RT RW LMK FKDM,94.49
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,RT RW LMK FKDM,96.24
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,RT RW LMK FKDM,94.66
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,RT RW LMK FKDM,91.86
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,RT RW LMK FKDM,89.59
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,RT RW LMK FKDM,89.6
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,RT RW LMK FKDM,87.54
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,RT RW LMK FKDM,91.84
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,RT RW LMK FKDM,90.47
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,RT RW LMK FKDM,93.13
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,RT RW LMK FKDM,91.83
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,RT RW LMK FKDM,94.93
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,RT RW LMK FKDM,91.97
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,RT RW LMK FKDM,91.53
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,RT RW LMK FKDM,91.48
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,RT RW LMK FKDM,92.39
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,RT RW LMK FKDM,93.12
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,RT RW LMK FKDM,91.54
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,RT RW LMK FKDM,91.9
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,RT RW LMK FKDM,92.68
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,RT RW LMK FKDM,90.12
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,RT RW LMK FKDM,91.35
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,RT RW LMK FKDM,91.62
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,RT RW LMK FKDM,90.8
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,RT RW LMK FKDM,87.56
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,RT RW LMK FKDM,87.75
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,RT RW LMK FKDM,93
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,RT RW LMK FKDM,97.29
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,RT RW LMK FKDM,93.87
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,RT RW LMK FKDM,92.66
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,RT RW LMK FKDM,94.89
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,RT RW LMK FKDM,93.86
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,RT RW LMK FKDM,91.9
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,RT RW LMK FKDM,91.08
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,RT RW LMK FKDM,89.87
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,RT RW LMK FKDM,92.52
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,RT RW LMK FKDM,87.88
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,RT RW LMK FKDM,93.14
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,RT RW LMK FKDM,89.35
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,RT RW LMK FKDM,89.55
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,RT RW LMK FKDM,86.66
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,RT RW LMK FKDM,91.6
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,RT RW LMK FKDM,88.65
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,RT RW LMK FKDM,91.71
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,RT RW LMK FKDM,92.97
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,RT RW LMK FKDM,87.36
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,RT RW LMK FKDM,94.59
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,RT RW LMK FKDM,91.37
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,RT RW LMK FKDM,94.44
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,RT RW LMK FKDM,94.09
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,RT RW LMK FKDM,89.27
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,RT RW LMK FKDM,89.97
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,RT RW LMK FKDM,90.01
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,RT RW LMK FKDM,91.22
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,RT RW LMK FKDM,89.52
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,Ketertiban Umum,96.7
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,Ketertiban Umum,97.86
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,Ketertiban Umum,89.48
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,Ketertiban Umum,88.3
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,Ketertiban Umum,89.95
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,Ketertiban Umum,90.9
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,Ketertiban Umum,88.51
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,Ketertiban Umum,96.24
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,Ketertiban Umum,93.98
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,Ketertiban Umum,95.33
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,Ketertiban Umum,86.78
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,Ketertiban Umum,87.1
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,Ketertiban Umum,86.82
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,Ketertiban Umum,94.14
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,Ketertiban Umum,88.27
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,Ketertiban Umum,97.15
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,Ketertiban Umum,96.65
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,Ketertiban Umum,96.17
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,Ketertiban Umum,96.7
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,Ketertiban Umum,85.34
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,Ketertiban Umum,91.7
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,Ketertiban Umum,92.91
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,Ketertiban Umum,93.47
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,Ketertiban Umum,97.6
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,Ketertiban Umum,93.2
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,Ketertiban Umum,96.32
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,Ketertiban Umum,85.27
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,Ketertiban Umum,87.17
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,Ketertiban Umum,90.29
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,Ketertiban Umum,96.53
